,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
69,Waingapu,-9.66,120.26,30.68,62,0,4.82,ID,1603165719
70,Point Pedro,9.82,80.23,28.66,74,100,7.36,LK,1603165720
71,Saldanha,-33.01,17.94,11.0,81,58,0.5,ZA,1603165643
72,Mahébourg,-20.41,57.7,24.0,78,40,5.1,MU,1603165599
73,Tezu,27.92,96.17,24.49,83,83,0.38,IN,1603165724
74,Saint George,37.1,-113.58,23.0,13,1,0.81,US,1603165725
75,Cabo San Lucas,22.89,-109.91,28.33,64,0,0.45,MX,1603165726
76,Thompson,55.74,-97.86,-3.0,73,90,2.6,CA,1603165503
77,Bredasdorp,-34.53,20.04,13.0,87,53,4.1,ZA,1603165635
78,Karratha,-20.74,116.85,29.63,35,0,6.65,AU,1603165667
79,Jayanca,-6.39,-79.82,17.22,84,90,2.31,PE,1603165731
80,Gaya,24.78,85.0,26.0,78,7,1.5,IN,1603165732
81,Isangel,-19.55,169.27,27.0,65,90,0.5,VU,1603165733
82,Cherskiy,68.75,161.3,-5.29,94,73,1.48,RU,1603165734
83,San Juan Bautista,-14.01,-75.74,17.0,77,0,3.6,PE,1603165735
84,Sechura,-5.56,-80.82,18.37,80,41,4.69,PE,1603165692
85,Talnakh,69.49,88.4,-11.0,85,40,2.0,RU,1603165738
86,Nyköping,58.75,17.01,-4.0,92,97,1.0,SE,1603165739
87,Butaritari,3.07,172.79,28.07,76,100,5.08,KI,1603165740
88,Lata,40.16,-8.33,17.22,94,100,0.45,PT,1603165741
89,Mirny,62.54,113.96,-3.0,68,75,6.0,RU,1603165742
90,San Rafael,-34.62,-68.33,14.79,33,0,0.73,AR,1603165743
91,New Norfolk,-42.78,147.06,21.11,47,70,0.89,AU,1603165745
92,Chimoio,-19.12,33.48,17.38,79,0,1.44,MZ,1603165746
93,Norman Wells,65.28,-126.83,-10.0,85,40,4.6,CA,1603165747
94,Airai,-8.93,125.41,27.88,33,0,2.47,TL,1603165748
95,Tautira,-17.73,-149.15,28.0,61,20,6.7,PF,1603165666
96,Bambanglipuro,-7.95,110.28,31.05,58,75,3.47,ID,1603165668
97,Tonekābon,36.82,50.87,16.0,77,0,2.1,IR,1603165752
98,Altay,47.87,88.12,4.87,58,12,1.17,CN,1603165753
99,Pekan,3.48,103.4,30.0,74,20,1.0,MY,1603165754
100,Usogorsk,63.41,48.69,-0.97,98,97,2.64,RU,1603165755
101,Sibiti,-3.68,13.35,20.49,100,98,0.96,CG,1603165757
102,Camacha,33.08,-16.33,21.0,88,75,10.3,PT,1603165758
103,Saskylakh,71.92,114.08,-4.85,98,87,1.75,RU,1603165478
104,Bluff,-46.6,168.33,11.11,69,40,5.36,NZ,1603165760
105,Carutapera,-1.2,-46.02,25.89,82,68,3.37,BR,1603165761
106,Mâncio Lima,-7.61,-72.9,23.78,75,83,0.89,BR,1603165763
107,Nikolskoye,59.7,30.79,2.0,80,90,6.0,RU,1603165764
108,Bone,51.97,12.14,4.44,94,100,3.57,DE,1603165765
109,Lüderitz,-26.65,15.16,14.04,68,0,9.88,NA,1603165766
110,Aitape,-3.14,142.35,29.8,66,67,2.56,PG,1603165767
111,Padang,-0.95,100.35,31.36,53,59,2.77,ID,1603165769
112,Rāmgarh,23.63,85.52,22.0,83,10,0.96,IN,1603165770
113,Los Llanos de Aridane,28.66,-17.92,25.0,73,84,7.2,ES,1603165771
114,Arraial do Cabo,-22.97,-42.03,22.33,83,96,9.73,BR,1603165772
115,Puerto Ayora,-0.74,-90.35,21.11,92,87,2.24,EC,1603165635
116,Port Alfred,-33.59,26.89,16.56,73,11,9.37,ZA,1603165599
117,Punta Arenas,-53.15,-70.92,4.0,69,20,7.2,CL,1603165609
118,Tabou,4.42,-7.35,24.77,80,99,2.94,CI,1603165669
119,Fonte Boa,-2.5,-66.27,23.6,94,77,0.62,BR,1603165778
120,Gambēla,8.25,34.58,20.58,82,19,1.52,ET,1603165779
121,Zimovniki,47.15,42.46,10.17,83,64,2.69,RU,1603165780
122,Sobolevo,54.43,31.9,2.31,88,50,6.21,RU,1603165781
123,Borodino,55.91,94.9,1.36,80,100,7.53,RU,1603165782
124,Hermanus,-34.42,19.23,13.89,88,31,1.34,ZA,1603165543
125,Soyo,-6.13,12.37,24.83,84,82,3.02,AO,1603165640
126,Barrow,71.29,-156.79,-4.0,79,90,5.1,US,1603165535
127,Yellowknife,62.46,-114.35,-3.0,79,75,0.73,CA,1603165723
128,Port Hedland,-20.32,118.57,31.0,58,0,6.2,AU,1603165788
129,Dukat,62.55,155.55,-7.05,96,100,2.25,RU,1603165789
130,Goundam,16.41,-3.67,29.49,17,0,4.98,ML,1603165791
131,Saint-Augustin,51.23,-58.65,6.71,79,96,2.62,CA,1603165792
132,Chui,-33.7,-53.46,17.44,85,9,6.3,UY,1603165793
133,Ochakiv,46.61,31.55,4.0,93,0,3.0,UA,1603165794
134,Te Anau,-45.42,167.72,12.3,52,5,2.74,NZ,1603165795
135,Kahului,20.89,-156.47,31.0,48,20,3.6,US,1603165796
136,Hirara,24.8,125.28,29.0,74,75,7.7,JP,1603165798
137,Ribeira Grande,38.52,-28.7,17.72,69,38,12.07,PT,1603165799
138,Georgiyevka,43.04,74.71,7.0,42,0,3.0,KZ,1603165800
139,Elko,41.0,-115.5,13.33,28,1,1.9,US,1603165503
140,Fairbanks,64.84,-147.72,-5.56,85,90,0.89,US,1603165532
141,Upernavik,72.79,-56.15,0.67,91,100,2.72,GL,1603165593
142,Pevek,69.7,170.31,-3.01,93,21,6.39,RU,1603165805
143,Manggar,-2.88,108.27,29.89,65,78,3.02,ID,1603165806
144,Sorong,-0.88,131.25,29.38,72,91,3.85,ID,1603165807
145,Inta,66.03,60.17,-6.07,93,100,2.38,RU,1603165808
146,São Filipe,14.9,-24.5,27.38,72,23,2.17,CV,1603165809
147,Hobart,-42.88,147.33,21.11,59,20,5.7,AU,1603165686
148,Rovaniemi,66.5,25.72,-4.0,92,90,3.6,FI,1603165812
149,Mount Gambier,-37.83,140.77,15.0,62,90,3.6,AU,1603165813
150,Faanui,-16.48,-151.75,26.34,78,31,8.42,PF,1603165814
151,Ovalle,-30.6,-71.2,13.18,48,0,0.74,CL,1603165815
152,Huarmey,-10.07,-78.15,16.85,85,2,2.85,PE,1603165534
153,Macapá,0.04,-51.07,28.0,78,40,2.1,BR,1603165779
154,Ulaanbaatar,47.91,106.88,-5.0,67,75,11.0,MN,1603165819
155,Burnie,-41.07,145.92,15.0,65,5,6.26,AU,1603165820
156,Kapaa,22.08,-159.32,28.0,69,40,3.1,US,1603165555
157,Pisco,-13.7,-76.22,17.0,77,0,3.6,PE,1603165817
158,Ancud,-41.87,-73.82,6.67,93,75,3.1,CL,1603165823
159,Tuatapere,-46.13,167.68,11.11,68,71,4.92,NZ,1603165825
160,Mercedes,-34.65,-59.43,15.0,85,100,7.6,AR,1603165826
161,Klaksvík,62.23,-6.59,4.0,69,16,3.6,FO,1603165827
162,Letlhakane,-21.42,25.58,23.58,20,4,2.74,BW,1603165828
163,Lagoa,39.05,-27.98,17.33,70,2,13.22,PT,1603165829
164,Tasiilaq,65.61,-37.64,-3.0,100,86,2.1,GL,1603165830
165,Marsá Maţrūḩ,31.35,27.25,21.0,73,49,1.78,EG,1603165832
166,Nishihara,26.18,127.76,30.0,70,75,8.2,JP,1603165555
167,Muromtsevo,56.37,75.24,6.35,81,75,2.89,RU,1603165834
168,Kenai,60.55,-151.26,2.78,80,75,2.1,US,1603165835
169,Asmara,15.33,38.93,11.55,84,0,2.28,ER,1603165836
170,Geraldton,-28.77,114.6,23.0,49,40,4.6,AU,1603165635
171,Severo-Kuril'sk,50.68,156.12,5.2,67,90,7.53,RU,1603165839
172,Santa Maria,-29.68,-53.81,20.43,71,0,2.02,BR,1603165683
173,Lorengau,-2.02,147.27,29.36,66,100,1.93,PG,1603165829
174,Wilkie,52.42,-108.7,-6.0,62,90,4.1,CA,1603165842
175,Maniitsoq,65.42,-52.9,3.91,83,100,15.54,GL,1603165843
176,Pudozh,61.81,36.53,-1.94,99,78,1.89,RU,1603165845
177,Vila Velha,-20.33,-40.29,21.0,94,75,2.1,BR,1603165641
178,Gimbi,9.17,35.83,12.73,100,0,0.69,ET,1603165847
179,Ţahţā,26.77,31.5,22.0,37,0,2.6,EG,1603165848
180,Omsukchan,62.53,155.8,-3.72,95,100,2.0,RU,1603165849
181,Emerald,-23.53,148.17,33.0,29,51,4.1,AU,1603165850
182,Mehamn,71.04,27.85,3.0,80,40,7.7,NO,1603165852
183,Broken Hill,-31.95,141.43,23.0,25,95,3.1,AU,1603165853
184,Tambacounda,13.75,-13.76,25.0,88,0,1.0,SN,1603165854
185,Melle,52.2,8.35,7.22,74,99,0.45,DE,1603165689
186,Husavik,66.04,-17.34,-1.0,86,80,2.1,IS,1603165856
187,Bathsheba,13.22,-59.52,27.0,78,40,2.1,BB,1603165692
188,Kloulklubed,7.04,134.26,30.0,74,75,2.1,PW,1603165859
189,Longyearbyen,78.22,15.64,-2.0,68,75,1.5,SJ,1603165790
190,Rabaul,-4.2,152.17,28.77,71,92,2.06,PG,1603165861
191,Aberdeen,57.14,-2.1,10.0,93,75,2.6,GB,1603165862
192,Chapleau,47.84,-83.4,-1.43,97,100,1.87,CA,1603165863
193,Beringovskiy,63.05,179.32,4.15,93,96,5.26,RU,1603165805
194,Swellendam,-34.02,20.44,13.0,87,69,4.1,ZA,1603165866
195,Roebourne,-20.78,117.13,30.82,29,0,6.52,AU,1603165867
196,Ahipara,-35.17,173.17,18.03,67,96,4.28,NZ,1603165868
197,Itacoatiara,-3.14,-58.44,26.1,62,87,0.35,BR,1603165869
198,Conakry,9.54,-13.68,26.78,86,64,3.51,GN,1603165870
199,Peleduy,59.63,112.74,-1.51,90,100,5.04,RU,1603165872
200,Huoqiu,32.34,116.27,19.2,52,96,2.53,CN,1603165574
201,Ponta do Sol,32.67,-17.1,18.89,90,100,2.68,PT,1603165874
202,Peçanha,-18.55,-42.56,16.4,100,100,0.44,BR,1603165875
203,Senanga,-16.12,23.27,19.33,25,1,2.29,ZM,1603165876
204,Adelanto,34.58,-117.41,22.22,19,1,3.0,US,1603165877
205,Kavaratti,10.57,72.64,28.0,78,20,2.6,IN,1603165879
206,Krasnaya Zarya,52.78,37.68,1.61,88,2,5.44,RU,1603165880
207,Tocopilla,-22.09,-70.2,15.95,62,25,2.26,CL,1603165881
208,Carnarvon,-24.87,113.63,24.0,60,72,8.2,AU,1603165791
209,Senador José Porfírio,-2.59,-51.95,23.97,88,92,2.2,BR,1603165883
210,Torbay,47.67,-52.73,9.44,87,20,4.1,CA,1603165885
211,Tura,25.52,90.22,29.39,63,2,1.59,IN,1603165737
212,Mitsamiouli,-11.38,43.28,25.57,70,0,1.72,KM,1603165825
213,Caravelas,-17.71,-39.25,22.04,86,100,1.03,BR,1603165888
214,Sinnamary,5.38,-52.95,26.26,85,78,4.67,GF,1603165889
215,Poum,-20.23,164.02,24.59,67,1,4.93,NC,1603165890
216,Samarai,-10.62,150.67,27.33,81,23,3.9,PG,1603165667
217,Thesprotikó,39.25,20.78,16.0,72,20,3.6,GR,1603165893
218,Kjøpsvik,68.1,16.37,2.22,86,93,5.1,NO,1603165894
219,Prieska,-29.66,22.75,12.79,39,0,2.55,ZA,1603165895
220,Flinders,-34.58,150.86,21.11,66,71,1.79,AU,1603165896
221,Qasigiannguit,68.82,-51.19,3.0,74,100,3.1,GL,1603165897
222,Rādhanpur,23.83,71.6,31.51,59,26,2.41,IN,1603165898
223,Pueblo Nuevo,23.38,-105.38,14.3,78,4,2.63,MX,1603165900
224,Daru,-9.08,143.21,28.52,73,52,5.05,PG,1603165901
225,Lufilufi,-13.87,-171.6,29.0,79,75,4.6,WS,1603165902
226,Laas,46.62,10.7,7.78,50,5,1.0,IT,1603165903
227,Port Macquarie,-31.43,152.92,21.11,61,29,0.45,AU,1603165904
228,Saint Paul Harbor,57.79,-152.41,6.0,60,20,3.6,US,1603165905
229,Storsteinnes,69.24,19.23,-4.0,92,0,4.6,NO,1603165907
230,Iquitos,-3.75,-73.25,24.89,70,99,0.96,PE,1603165908
231,Sabang,5.89,95.32,28.42,71,16,1.44,ID,1603165909
232,Kumul,42.8,93.45,13.71,34,0,0.92,CN,1603165670
233,Ostrovnoy,68.05,39.51,2.01,83,100,5.69,RU,1603165911
234,Vardø,70.37,31.11,2.0,74,40,7.2,NO,1603165912
235,Oranjemund,-28.55,16.43,13.17,88,9,4.56,NA,1603165914
236,Port Hardy,50.7,-127.42,7.0,93,40,2.1,CA,1603165915
237,Mar del Plata,-38.0,-57.56,11.67,62,5,4.1,AR,1603165916
238,Turkmenabat,39.07,63.58,7.0,52,0,3.1,TM,1603165917
239,Lebu,-37.62,-73.65,8.81,77,1,6.4,CL,1603165918
240,Mossamedes,-15.2,12.15,19.12,84,13,1.46,AO,1603165919
241,Doha,25.29,51.53,28.33,51,0,2.6,QA,1603165904
242,La Ronge,55.1,-105.28,-3.0,53,90,2.6,CA,1603165922
243,Blythe,33.61,-114.6,27.0,19,1,0.21,US,1603165856
244,Iqaluit,63.75,-68.51,-4.0,85,90,4.1,CA,1603165924
245,Aykhal,66.0,111.5,-7.0,92,90,1.0,RU,1603165925
246,Clyde River,70.47,-68.59,0.0,91,90,7.2,CA,1603165786
247,Fayaoué,-20.65,166.53,24.32,60,5,0.78,NC,1603165928
248,Parkent,41.29,69.68,14.0,41,0,2.1,UZ,1603165929
249,Lincoln,40.8,-96.67,5.0,65,1,3.1,US,1603165651
250,Erenhot,43.65,111.98,14.39,31,31,16.6,CN,1603165931
251,Morón,-34.65,-58.62,13.89,93,90,8.7,AR,1603165933
252,Havelock,34.88,-76.9,19.44,93,90,3.6,US,1603165934
253,Navahrudak,53.6,25.83,1.49,100,26,4.77,BY,1603165935
254,Porto Torres,40.84,8.4,9.0,100,24,1.0,IT,1603165936
255,Mvuma,-19.28,30.53,15.92,42,0,1.7,ZW,1603165938
256,Coyhaique,-45.58,-72.07,2.0,95,11,1.5,CL,1603165752
257,Qingdao,36.1,120.37,21.11,46,80,5.0,CN,1603165912
258,Preobrazheniye,42.9,133.91,14.82,53,0,1.66,RU,1603165941
259,Katobu,-4.94,122.53,34.08,39,100,0.54,ID,1603165942
260,Saint-Michel-des-Saints,46.68,-73.92,5.25,92,100,0.75,CA,1603165944
261,New Plymouth,-39.07,174.08,11.11,87,100,3.13,NZ,1603165945
262,Necochea,-38.55,-58.74,9.44,69,0,1.79,AR,1603165946
263,Dwārka,22.24,68.97,29.98,70,66,3.34,IN,1603165948
264,Rawson,-43.3,-65.1,10.38,47,0,3.88,AR,1603165949
265,Namalenga,-10.95,39.1,22.16,79,1,0.91,TZ,1603165950
266,Ullapool,57.9,-5.16,10.56,56,100,1.34,GB,1603165951
267,Touros,-5.2,-35.46,23.0,88,40,1.5,BR,1603165952
268,Makar'yev,57.88,43.81,0.19,97,85,2.92,RU,1603165953
269,Riyadh,24.69,46.72,15.0,38,0,1.0,SA,1603165724
270,Bambous Virieux,-20.34,57.76,25.56,78,40,5.1,MU,1603165956
271,Vanimo,-2.67,141.3,30.36,61,57,2.46,PG,1603165957
272,Luganville,-15.53,167.17,29.0,70,40,1.5,VU,1603165958
273,Garango,11.8,-0.55,27.07,62,37,4.2,BF,1603165960
274,Narsaq,60.92,-46.05,0.0,86,98,2.1,GL,1603165961
275,Araouane,18.9,-3.53,28.44,15,0,3.68,ML,1603165962
276,Biak,-0.91,122.88,29.19,66,100,3.96,ID,1603165963
277,Mahanje,-9.93,35.33,18.71,77,14,1.54,TZ,1603165964
278,Aswān,24.09,32.91,25.09,25,0,3.72,EG,1603165966
279,Camaná,-16.62,-72.71,16.21,78,51,3.4,PE,1603165967
280,Saint Anthony,45.02,-93.22,0.0,92,1,1.63,US,1603165968
281,Thaba-Tseka,-29.52,28.61,13.24,36,0,2.38,LS,1603165969
282,Tarakan,3.3,117.63,26.62,81,100,2.85,ID,1603165971
283,Gamba,-2.65,10.0,24.54,90,100,2.61,GA,1603165972
284,Luancheng,37.88,114.65,16.0,63,100,1.0,CN,1603165973
285,Yangi Marg`ilon,40.43,71.72,16.0,25,0,1.0,UZ,1603165974
286,Winslow,35.02,-110.7,15.0,18,1,2.1,US,1603165742
287,Tabuk,17.42,121.44,26.45,86,100,7.1,PH,1603165977
288,Phan Thiet,10.93,108.1,29.68,68,95,0.92,VN,1603165978
289,Horki,54.29,30.98,2.0,93,75,5.0,BY,1603165979
290,Beyneu,45.32,55.2,12.6,35,1,3.76,KZ,1603165980
291,Guanare,9.04,-69.74,23.64,86,96,1.26,VE,1603165981
292,Dalbandin,28.89,64.41,17.81,24,0,3.42,PK,1603165982
293,Messina,38.19,15.55,16.67,87,40,1.57,IT,1603165956
294,Pemba,-12.97,40.52,24.23,83,1,1.18,MZ,1603165985
295,Iwanai,42.97,140.51,15.49,45,52,4.32,JP,1603165986
296,Khammam,17.25,80.15,26.69,77,98,1.48,IN,1603165987
297,Newberry,34.27,-81.62,15.56,87,1,1.5,US,1603165988
298,Armidale,-30.52,151.65,17.22,71,93,1.79,AU,1603165990
299,Puerto Madryn,-42.77,-65.04,10.61,49,0,4.26,AR,1603165991
300,Batagay-Alyta,67.8,130.41,-9.78,94,100,1.3,RU,1603165992
301,Kysyl-Syr,63.9,122.76,-4.0,95,99,3.68,RU,1603165993
302,Elizabeth City,36.29,-76.25,19.0,100,90,3.1,US,1603165708
303,Margate,51.38,1.39,13.33,74,100,1.79,GB,1603165822
304,Kyaikto,17.3,97.02,25.09,84,99,3.24,MM,1603165997
305,Khatanga,71.97,102.5,-10.34,97,81,2.58,RU,1603165998
306,Sambava,-14.27,50.17,25.0,66,54,5.78,MG,1603165999
307,Comodoro Rivadavia,-45.87,-67.5,11.0,40,0,5.7,AR,1603166000
308,Iregszemcse,46.69,18.19,7.22,92,12,1.34,HU,1603166001
309,Kimbe,-5.55,150.14,30.09,66,99,1.55,PG,1603166003
310,St. Marys,30.73,-81.55,24.44,94,75,6.7,US,1603165875
311,Praia da Vitória,38.73,-27.07,16.0,82,20,11.38,PT,1603166005
312,Hofn,64.25,-15.21,3.09,75,0,4.57,IS,1603165829
313,Dauphin,51.15,-100.05,-2.0,68,90,3.1,CA,1603166007
314,Oistins,13.07,-59.53,27.0,78,40,2.1,BB,1603166008
315,Ochamchira,42.71,41.47,16.45,79,78,1.32,GE,1603166010
316,Departamento de Maldonado,-34.67,-54.92,14.0,87,90,9.3,UY,1603166011
317,Muisne,0.6,-80.03,23.98,83,100,3.92,EC,1603166012
318,Muravlenko,63.79,74.52,-2.22,98,80,1.61,RU,1603166013
319,Portland,45.52,-122.68,14.44,71,75,2.6,US,1603165739
320,Lompoc,34.64,-120.46,14.0,93,90,2.6,US,1603166016
321,Sitka,57.05,-135.33,6.0,87,90,3.6,US,1603166017
322,San Julián,21.02,-102.17,15.55,51,12,2.18,MX,1603166018
323,George Town,5.41,100.34,30.0,74,20,2.1,MY,1603166019
324,Korla,41.76,86.15,15.74,29,0,2.8,CN,1603165983
325,Chandrakona,22.73,87.52,30.11,60,18,3.52,IN,1603166021
326,Pangnirtung,66.15,-65.71,-4.99,91,96,2.72,CA,1603166008
327,Brunswick,41.24,-81.84,11.11,100,90,2.1,US,1603166024
328,Hualmay,-11.1,-77.61,16.36,87,5,2.99,PE,1603166013
329,Bjørnevatn,69.67,29.98,2.0,88,75,7.2,NO,1603166026
330,La Peca,-5.61,-78.44,20.51,79,32,1.29,PE,1603166027
331,Excelsior Springs,39.34,-94.23,6.11,60,90,1.5,US,1603166028
332,Puerto Escondido,15.85,-97.07,29.0,70,75,1.5,MX,1603165768
333,Chihuahua,28.5,-106.0,24.0,25,5,2.1,MX,1603165956
334,Khovu-Aksy,51.13,93.6,-3.54,88,99,2.89,RU,1603166032
335,Kondoa,-4.9,35.78,17.78,79,96,3.12,TZ,1603166033
336,Birecik,37.03,37.99,13.0,71,37,0.54,TR,1603166034
337,Hambantota,6.12,81.12,31.0,66,20,5.1,LK,1603166035
338,Berlevåg,70.86,29.09,3.0,79,40,7.7,NO,1603165770
339,Zhezkazgan,47.8,67.71,8.51,43,0,3.94,KZ,1603166038
340,Hay River,60.82,-115.8,-7.0,73,20,1.0,CA,1603166039
341,Cap Malheureux,-19.98,57.61,25.56,67,0,5.36,MU,1603166040
342,Teabo,20.4,-89.28,22.5,97,7,1.13,MX,1603166041
343,Bom Jesus da Lapa,-13.26,-43.42,25.18,62,74,1.91,BR,1603166042
344,Wajima,37.4,136.9,20.0,52,40,3.6,JP,1603166044
345,Kruisfontein,-34.0,24.73,15.56,63,53,0.89,ZA,1603166045
346,Bereda,43.27,-7.54,14.44,87,100,5.81,ES,1603165868
347,Pandan,14.05,124.17,27.34,83,100,6.81,PH,1603166047
348,Opuwo,-18.06,13.84,16.18,32,0,1.47,NA,1603166048
349,Ternate,0.8,127.4,29.27,66,89,3.76,ID,1603166049
350,Bitung,1.45,125.18,31.0,62,40,2.6,ID,1603166051
351,Nelson Bay,-32.72,152.15,21.0,60,40,6.7,AU,1603166052
352,Sabzawār,36.21,57.68,5.0,30,0,5.1,IR,1603166053
353,Pestyaki,56.71,42.67,2.18,88,98,4.89,RU,1603166054
354,Ruhengeri,-1.5,29.64,14.88,84,99,0.39,RW,1603166055
355,Solo,13.75,120.9,25.0,94,100,4.95,PH,1603166056
356,Camabatela,-8.19,15.38,17.67,100,99,1.52,AO,1603166058
357,Pahrump,36.21,-115.98,18.89,18,0,2.24,US,1603166058
358,Itajubá,-22.43,-45.45,20.0,80,100,0.43,BR,1603165959
359,Ginir,7.13,40.7,14.49,85,3,2.5,ET,1603166061
360,Katsuura,35.13,140.3,20.0,55,78,0.89,JP,1603165823
361,Scarborough,54.28,-0.4,10.0,86,100,2.24,GB,1603166063
362,Hargeisa,9.56,44.06,20.44,35,0,0.87,SO,1603166064
363,Somerset,40.57,-74.55,13.33,93,75,1.94,US,1603166066
364,Swan River,52.11,-101.27,-5.1,84,0,1.74,CA,1603166067
365,Shakawe,-18.37,21.85,19.72,25,0,1.93,BW,1603166068
366,Machiques,10.06,-72.55,24.79,75,100,1.56,VE,1603166069
367,Deputatsky,69.3,139.9,-11.24,96,94,1.32,RU,1603166070
368,Turukhansk,65.82,87.98,-8.74,96,99,1.87,RU,1603165831
369,Avera,33.19,-82.53,17.0,100,1,2.1,US,1603166072
370,Marigot,18.07,-63.08,28.0,69,20,4.6,MF,1603166074
371,Cayhagan,9.67,122.43,28.71,76,100,2.5,PH,1603166075
